id,itemTime,trialNumber,name,type,statement,relevance,competence,prior,condition,trialType,answer,RT,language,comments,engagement,difficulty
A1YD6IATEIIG4X:3YDGXNSEO025KNVAO5CO8NT55XA845,1465405887079,6,Gerald's graduation,llh,It is likely that both Gerald's mother and his father attended the ceremony.,0,0,1,critical,exh2,0.68,6561,English,NA,7,3
A1YD6IATEIIG4X:3YDGXNSEO025KNVAO5CO8NT55XA845,1465405898671,7,Danny's racket,hhh,Danny and Alex have known each other since high school.,1,1,1,test,test_uncertain,0.41,11592,English,NA,7,3
A1YD6IATEIIG4X:3YDGXNSEO025KNVAO5CO8NT55XA845,1465405905959,8,Danny's racket,hhh,It is likely that Alex bought both a racket and a pair of shoes.,1,1,1,critical,exh2,0.78,7287,English,NA,7,3
A1YD6IATEIIG4X:3YDGXNSEO025KNVAO5CO8NT55XA845,1465405922012,9,Jimmy's trip,lll,Jimmy went on a school trip to New York City.,0,0,0,test,test_false,1,16053,English,NA,7,3
A1YD6IATEIIG4X:3YDGXNSEO025KNVAO5CO8NT55XA845,1465405928886,10,Jimmy's trip,lll,It is likely that Jimmy visited both the Statue of Liberty and the Empire State Building.,0,0,0,critical,exh1,0.53,6874,English,NA,7,3
A1YD6IATEIIG4X:3YDGXNSEO025KNVAO5CO8NT55XA845,1465405941280,11,Mrs Gibbs' worry,hhh,Mrs Gibbs did not accompany her husband when Cindy served him.,1,1,1,test,test_true,0.56,12394,English,NA,7,3
A1YD6IATEIIG4X:3YDGXNSEO025KNVAO5CO8NT55XA845,1465405945952,12,Mrs Gibbs' worry,hhh,It is likely that Mr Gibbs had both a beer and a steak.,1,1,1,critical,exh2,0.29,4672,English,NA,7,3
A242GFDFCPQ619:3QEMNNSB2Y7EK59K7BLBXRRG7QZD72,1465404263634,1,Joshua's delay,llh,"Kevin, Cory and Joshua do not like to hang out with girls.",0,0,1,test,test_uncertain,0.32,9530,English,NA,9,3
A242GFDFCPQ619:3QEMNNSB2Y7EK59K7BLBXRRG7QZD72,1465404271858,2,Joshua's delay,llh,It is likely that Joshua had to both do his homework and eat lunch.,0,0,1,critical,exh2,0.34,8221,English,NA,9,3
A242GFDFCPQ619:3QEMNNSB2Y7EK59K7BLBXRRG7QZD72,1465404286241,3,Jimmy's trip,lll,Jimmy went on a school trip to New York City.,0,0,0,test,test_false,0,14382,English,NA,9,3
A242GFDFCPQ619:3QEMNNSB2Y7EK59K7BLBXRRG7QZD72,1465404293817,4,Jimmy's trip,lll,It is likely that Jimmy visited both the Statue of Liberty and the Empire State Building.,0,0,0,critical,exh1,0.59,7574,English,NA,9,3
A242GFDFCPQ619:3QEMNNSB2Y7EK59K7BLBXRRG7QZD72,1465404304417,5,Gerald's graduation,llh,Nico finally graduated after studying for a long time.,0,0,1,test,test_false,0.08,10598,English,NA,9,3
A242GFDFCPQ619:3QEMNNSB2Y7EK59K7BLBXRRG7QZD72,1465404308874,6,Gerald's graduation,llh,It is likely that both Gerald's mother and his father attended the ceremony.,0,0,1,critical,exh1,0.53,4455,English,NA,9,3
A242GFDFCPQ619:3QEMNNSB2Y7EK59K7BLBXRRG7QZD72,1465404328665,7,Danny's racket,hhh,Alex needs to buy some equipment before he can play squash with Danny.,1,1,1,test,test_true,1,19790,English,NA,9,3
A242GFDFCPQ619:3QEMNNSB2Y7EK59K7BLBXRRG7QZD72,1465404331570,8,Danny's racket,hhh,It is likely that Alex bought both a racket and a pair of shoes.,1,1,1,critical,exh2,0.79,2903,English,NA,9,3
A242GFDFCPQ619:3QEMNNSB2Y7EK59K7BLBXRRG7QZD72,1465404339113,9,Mrs Gibbs' worry,hhh,Cindy is secretly in love with Mrs Gibbs' husband.,1,1,1,test,test_uncertain,0.09,7540,English,NA,9,3
A242GFDFCPQ619:3QEMNNSB2Y7EK59K7BLBXRRG7QZD72,1465404344745,10,Mrs Gibbs' worry,hhh,It is likely that Mr Gibbs had both a beer and a steak.,1,1,1,critical,exh2,0.06,5631,English,NA,9,3
A242GFDFCPQ619:3QEMNNSB2Y7EK59K7BLBXRRG7QZD72,1465404356522,11,Lily's husband,lhl,Eric's doctor told him to stop drinking alcohol.,0,1,0,test,test_true,1,11775,English,NA,9,3
A242GFDFCPQ619:3QEMNNSB2Y7EK59K7BLBXRRG7QZD72,1465404362043,12,Lily's husband,lhl,It is likely that Eric drank both whisky and vodka.,0,1,0,critical,exh1,0.11,5518,English,NA,9,3
A24CAU1WKCIPT5:35GMH2SV3FPQXHFJKSDXEVVWXR8OEU,1465404034556,1,Danny's racket,hhh,Danny and Alex went to the sports store together.,1,1,1,test,test_false,1,25295,English,NA,10,0
A24CAU1WKCIPT5:35GMH2SV3FPQXHFJKSDXEVVWXR8OEU,1465404047924,2,Danny's racket,hhh,It is likely that Alex bought both a racket and a pair of shoes.,1,1,1,critical,exh1,1,13362,English,NA,10,0
A24CAU1WKCIPT5:35GMH2SV3FPQXHFJKSDXEVVWXR8OEU,1465404065342,3,Mrs Sanders' son,hhl,Mrs Sanders had pasta for lunch yesterday.,1,1,0,test,test_uncertain,0.5,17413,English,NA,10,0
A24CAU1WKCIPT5:35GMH2SV3FPQXHFJKSDXEVVWXR8OEU,1465404071561,4,Mrs Sanders' son,hhl,It is likely that Ted had both pasta and a pizza.,1,1,0,critical,exh2,0.5,6215,English,NA,10,0
A24CAU1WKCIPT5:35GMH2SV3FPQXHFJKSDXEVVWXR8OEU,1465404084489,5,Brad's clothes,hlh,Brad is not happy about the fact that his friends make jokes about his shabby clothes.,1,0,1,test,test_true,1,12910,English,NA,10,0
A24CAU1WKCIPT5:35GMH2SV3FPQXHFJKSDXEVVWXR8OEU,1465404089607,6,Brad's clothes,hlh,It is likely that Brad bought both a sweater and a pair of jeans.,1,0,1,critical,exh2,0.51,5117,English,NA,10,0
A24CAU1WKCIPT5:35GMH2SV3FPQXHFJKSDXEVVWXR8OEU,1465404104002,7,Mrs Gibbs' worry,hhh,Mrs Gibbs is worried about Cindy's health.,1,1,1,test,test_false,0,14394,English,NA,10,0
A24CAU1WKCIPT5:35GMH2SV3FPQXHFJKSDXEVVWXR8OEU,1465404107945,8,Mrs Gibbs' worry,hhh,It is likely that Mr Gibbs had both a beer and a steak.,1,1,1,critical,exh1,0.5,3939,English,NA,10,0
A24CAU1WKCIPT5:35GMH2SV3FPQXHFJKSDXEVVWXR8OEU,1465404116938,9,Gerald's graduation,llh,Gerald is friends with both Nico and Rick.,0,0,1,test,test_true,1,8992,English,NA,10,0
A24CAU1WKCIPT5:35GMH2SV3FPQXHFJKSDXEVVWXR8OEU,1465404120329,10,Gerald's graduation,llh,It is likely that both Gerald's mother and his father attended the ceremony.,0,0,1,critical,exh1,0.5,3391,English,NA,10,0
A24CAU1WKCIPT5:35GMH2SV3FPQXHFJKSDXEVVWXR8OEU,1465404132285,11,Leo's wife,hll,Leo is an avid golf player.,1,0,0,test,test_uncertain,0.5,11955,English,NA,10,0
A24CAU1WKCIPT5:35GMH2SV3FPQXHFJKSDXEVVWXR8OEU,1465404141322,12,Leo's wife,hll,It is likely that someone made a hole-in-one on both the first and the second hole.,1,0,0,critical,exh2,0,9036,English,NA,10,0
A2541C8MY0BYV3:39GHHAVOMGZU44RTF99FXD2JL8S4J9,1465396018577,1,Jimmy's trip,lll,Jimmy had told his friends about his plans to visit New York City before.,0,0,0,test,test_uncertain,0.03,12168,English,NA,10,10
A2541C8MY0BYV3:39GHHAVOMGZU44RTF99FXD2JL8S4J9,1465396022417,2,Jimmy's trip,lll,It is likely that Jimmy visited both the Statue of Liberty and the Empire State Building.,0,0,0,critical,exh2,0.85,3838,English,NA,10,10
A2541C8MY0BYV3:39GHHAVOMGZU44RTF99FXD2JL8S4J9,1465396030682,3,Chloe's holiday,lhh,"Chloe forgot about bringing some beach towels, too.",0,1,1,test,test_uncertain,0.49,8263,English,NA,10,10
A2541C8MY0BYV3:39GHHAVOMGZU44RTF99FXD2JL8S4J9,1465396035163,4,Chloe's holiday,lhh,It is likely that both Susan and Amelia brought some extra suntan lotion.,0,1,1,critical,exh2,0.7,4478,English,NA,10,10
A2541C8MY0BYV3:39GHHAVOMGZU44RTF99FXD2JL8S4J9,1465396050073,5,Danny's racket,hhh,Danny and Alex went to the sports store together.,1,1,1,test,test_false,0.14,14908,English,NA,10,10
A2541C8MY0BYV3:39GHHAVOMGZU44RTF99FXD2JL8S4J9,1465396056928,6,Danny's racket,hhh,It is likely that Alex bought both a racket and a pair of shoes.,1,1,1,critical,exh2,0.3,6852,English,NA,10,10
A2541C8MY0BYV3:39GHHAVOMGZU44RTF99FXD2JL8S4J9,1465396062371,7,Harold's pet,lll,Harold is single.,0,0,0,test,test_false,0,5441,English,NA,10,10
A2541C8MY0BYV3:39GHHAVOMGZU44RTF99FXD2JL8S4J9,1465396068332,8,Harold's pet,lll,It is likely that Harold bought both a cat and a dog.,0,0,0,critical,exh1,0.2,5959,English,NA,10,10
A2541C8MY0BYV3:39GHHAVOMGZU44RTF99FXD2JL8S4J9,1465396080194,9,Mrs Gibbs' worry,hhh,Mrs Gibbs did not accompany her husband when Cindy served him.,1,1,1,test,test_true,0.07,11861,English,NA,10,10
A2541C8MY0BYV3:39GHHAVOMGZU44RTF99FXD2JL8S4J9,1465396087375,10,Mrs Gibbs' worry,hhh,It is likely that Mr Gibbs had both a beer and a steak.,1,1,1,critical,exh1,0,7180,English,NA,10,10
A2541C8MY0BYV3:39GHHAVOMGZU44RTF99FXD2JL8S4J9,1465396092025,11,Leo's wife,hll,Leo is wealthy.,1,0,0,test,test_true,1,4648,English,NA,10,10
A2541C8MY0BYV3:39GHHAVOMGZU44RTF99FXD2JL8S4J9,1465396095351,12,Leo's wife,hll,It is likely that someone made a hole-in-one on both the first and the second hole.,1,0,0,critical,exh1,0.61,3323,English,NA,10,10
A2551EKB87S2XY:36V4Q8R5ZL8RUHKCG3TKG8V5LU5MQD,1465396739316,1,Joshua's delay,llh,"Kevin, Cory and Joshua are brothers.",0,0,1,test,test_false,0.69,7025,english,n/a,10,6
A2551EKB87S2XY:36V4Q8R5ZL8RUHKCG3TKG8V5LU5MQD,1465396742887,2,Joshua's delay,llh,It is likely that Joshua had to both do his homework and eat lunch.,0,0,1,critical,exh2,0.4,3568,english,n/a,10,6
A2551EKB87S2XY:36V4Q8R5ZL8RUHKCG3TKG8V5LU5MQD,1465396745379,3,Chloe's holiday,lhh,Chloe went on holidays with a big group of her friends.,0,1,1,test,test_false,0.64,2492,english,n/a,10,6
A2551EKB87S2XY:36V4Q8R5ZL8RUHKCG3TKG8V5LU5MQD,1465396747373,4,Chloe's holiday,lhh,It is likely that both Susan and Amelia brought some extra suntan lotion.,0,1,1,critical,exh1,0.73,1993,english,n/a,10,6
A2551EKB87S2XY:36V4Q8R5ZL8RUHKCG3TKG8V5LU5MQD,1465396750815,5,Jimmy's trip,lll,Jimmy had to rush to be back home and did not have much time to spend in the city.,0,0,0,test,test_true,0.67,3440,english,n/a,10,6
A2551EKB87S2XY:36V4Q8R5ZL8RUHKCG3TKG8V5LU5MQD,1465396778732,6,Jimmy's trip,lll,It is likely that Jimmy visited both the Statue of Liberty and the Empire State Building.,0,0,0,critical,exh2,0.69,27914,english,n/a,10,6
A2551EKB87S2XY:36V4Q8R5ZL8RUHKCG3TKG8V5LU5MQD,1465396780921,7,Harold's pet,lll,Harold's girlfriend didn't want a pet in her house before.,0,0,0,test,test_true,0.76,2184,english,n/a,10,6
A2551EKB87S2XY:36V4Q8R5ZL8RUHKCG3TKG8V5LU5MQD,1465396782291,8,Harold's pet,lll,It is likely that Harold bought both a cat and a dog.,0,0,0,critical,exh1,0.39,1369,english,n/a,10,6
A2551EKB87S2XY:36V4Q8R5ZL8RUHKCG3TKG8V5LU5MQD,1465396783537,9,Danny's racket,hhh,Danny and Alex have known each other since high school.,1,1,1,test,test_uncertain,0.36,1243,english,n/a,10,6
A2551EKB87S2XY:36V4Q8R5ZL8RUHKCG3TKG8V5LU5MQD,1465396784610,10,Danny's racket,hhh,It is likely that Alex bought both a racket and a pair of shoes.,1,1,1,critical,exh1,0.65,1071,english,n/a,10,6
A2551EKB87S2XY:36V4Q8R5ZL8RUHKCG3TKG8V5LU5MQD,1465396786078,11,Brad's clothes,hlh,Mandy feels attracted to Brad.,1,0,1,test,test_uncertain,0.4,1466,english,n/a,10,6
A2551EKB87S2XY:36V4Q8R5ZL8RUHKCG3TKG8V5LU5MQD,1465396787370,12,Brad's clothes,hlh,It is likely that Brad bought both a sweater and a pair of jeans.,1,0,1,critical,exh2,0.67,1290,english,n/a,10,6
A26ENSYH8UVYC2:3TY7ZAOG5GS8G0FAETMPMPCJJLCK08,1465394570220,1,Chloe's holiday,lhh,Chloe went on holidays with a big group of her friends.,0,1,1,test,test_false,0.63,19072,English,NA,9,2
A26ENSYH8UVYC2:3TY7ZAOG5GS8G0FAETMPMPCJJLCK08,1465394583287,2,Chloe's holiday,lhh,It is likely that both Susan and Amelia brought some extra suntan lotion.,0,1,1,critical,exh1,0.49,13066,English,NA,9,2
A26ENSYH8UVYC2:3TY7ZAOG5GS8G0FAETMPMPCJJLCK08,1465394599767,3,Harold's pet,lll,Harold's girlfriend gave in because Harold kept nagging her about wanting a pet.,0,0,0,test,test_uncertain,0.76,16479,English,NA,9,2
A26ENSYH8UVYC2:3TY7ZAOG5GS8G0FAETMPMPCJJLCK08,1465394603903,4,Harold's pet,lll,It is likely that Harold bought both a cat and a dog.,0,0,0,critical,exh1,0.33,4135,English,NA,9,2
A26ENSYH8UVYC2:3TY7ZAOG5GS8G0FAETMPMPCJJLCK08,1465394615235,5,Lily's husband,lhl,Eric and Lily went to a bar together last night.,0,1,0,test,test_false,0.35,11331,English,NA,9,2
A26ENSYH8UVYC2:3TY7ZAOG5GS8G0FAETMPMPCJJLCK08,1465394621177,6,Lily's husband,lhl,It is likely that Eric drank both whisky and vodka.,0,1,0,critical,exh2,0.29,5940,English,NA,9,2
A26ENSYH8UVYC2:3TY7ZAOG5GS8G0FAETMPMPCJJLCK08,1465394633735,7,Brad's clothes,hlh,Brad is not happy about the fact that his friends make jokes about his shabby clothes.,1,0,1,test,test_true,1,12558,English,NA,9,2
A26ENSYH8UVYC2:3TY7ZAOG5GS8G0FAETMPMPCJJLCK08,1465394638188,8,Brad's clothes,hlh,It is likely that Brad bought both a sweater and a pair of jeans.,1,0,1,critical,exh2,0.28,4450,English,NA,9,2
A26ENSYH8UVYC2:3TY7ZAOG5GS8G0FAETMPMPCJJLCK08,1465394652669,9,Pete's accident,hhl,Pete's mother was not there when he fell of the slide.,1,1,0,test,test_true,1,14480,English,NA,9,2
A26ENSYH8UVYC2:3TY7ZAOG5GS8G0FAETMPMPCJJLCK08,1465394656951,10,Pete's accident,hhl,It is likely that Pete broke both his arm and his leg.,1,1,0,critical,exh1,0.26,4280,English,NA,9,2
A26ENSYH8UVYC2:3TY7ZAOG5GS8G0FAETMPMPCJJLCK08,1465394966925,11,Tony's clubbing,lhl,Rob is a big fan of Techno music as well.,0,1,0,test,test_uncertain,0.24,309971,English,NA,9,2
A26ENSYH8UVYC2:3TY7ZAOG5GS8G0FAETMPMPCJJLCK08,1465394972886,12,Tony's clubbing,lhl,It is likely that they play both Jazz and Metal at the club tonight.,0,1,0,critical,exh2,0.04,5958,English,NA,9,2
A26JRMEO37XT6Z:3WI0P0II620O2OTZGPJH28IG82KDRS,1465399759888,1,Leo's wife,hll,Leo is wealthy.,1,0,0,test,test_true,0.82,27438,english,no problems,7,3
A26JRMEO37XT6Z:3WI0P0II620O2OTZGPJH28IG82KDRS,1465399769053,2,Leo's wife,hll,It is likely that someone made a hole-in-one on both the first and the second hole.,1,0,0,critical,exh2,0.13,9163,english,no problems,7,3
A26JRMEO37XT6Z:3WI0P0II620O2OTZGPJH28IG82KDRS,1465399811148,3,Carl's party,hll,Carl's wife liked the music very much.,1,0,0,test,test_uncertain,0.5,42094,english,no problems,7,3
A26JRMEO37XT6Z:3WI0P0II620O2OTZGPJH28IG82KDRS,1465399823580,4,Carl's party,hll,It is likely that Carl danced passionately with both Sue and Mary.,1,0,0,critical,exh2,0.25,12431,english,no problems,7,3
A26JRMEO37XT6Z:3WI0P0II620O2OTZGPJH28IG82KDRS,1465399854955,5,Danny's racket,hhh,Danny and Alex have known each other since high school.,1,1,1,test,test_uncertain,0.49,31374,english,no problems,7,3
A26JRMEO37XT6Z:3WI0P0II620O2OTZGPJH28IG82KDRS,1465399863339,6,Danny's racket,hhh,It is likely that Alex bought both a racket and a pair of shoes.,1,1,1,critical,exh1,0.88,8383,english,no problems,7,3
A26JRMEO37XT6Z:3WI0P0II620O2OTZGPJH28IG82KDRS,1465399899387,7,Gigi's exams,hlh,Gigi hired a private tutor to help her with her Biology and Chemistry exams.,1,0,1,test,test_false,0.13,36047,english,no problems,7,3
A26JRMEO37XT6Z:3WI0P0II620O2OTZGPJH28IG82KDRS,1465399907786,8,Gigi's exams,hlh,It is likely that Gigi passed both her Physics exam and her Chemistry exam.,1,0,1,critical,exh1,0.58,8398,english,no problems,7,3
A26JRMEO37XT6Z:3WI0P0II620O2OTZGPJH28IG82KDRS,1465399927882,9,Jimmy's trip,lll,Jimmy had to rush to be back home and did not have much time to spend in the city.,0,0,0,test,test_true,0.99,20094,english,no problems,7,3
A26JRMEO37XT6Z:3WI0P0II620O2OTZGPJH28IG82KDRS,1465399937498,10,Jimmy's trip,lll,It is likely that Jimmy visited both the Statue of Liberty and the Empire State Building.,0,0,0,critical,exh1,0.12,9615,english,no problems,7,3
A26JRMEO37XT6Z:3WI0P0II620O2OTZGPJH28IG82KDRS,1465399963018,11,Gerald's graduation,llh,Nico finally graduated after studying for a long time.,0,0,1,test,test_false,0.51,25518,english,no problems,7,3
A26JRMEO37XT6Z:3WI0P0II620O2OTZGPJH28IG82KDRS,1465399975801,12,Gerald's graduation,llh,It is likely that both Gerald's mother and his father attended the ceremony.,0,0,1,critical,exh2,0.51,12782,english,no problems,7,3
A26RO8GGTQAXGG:3BDCF01OGY2GX1TD719ZTHJIKY1YLV,1465399954000,1,Tony's clubbing,lhl,Rob is a big fan of Techno music as well.,0,1,0,test,test_uncertain,0.5,10601,english,no,8,6
A26RO8GGTQAXGG:3BDCF01OGY2GX1TD719ZTHJIKY1YLV,1465399958550,2,Tony's clubbing,lhl,It is likely that they play both Jazz and Metal at the club tonight.,0,1,0,critical,exh2,0.09,4546,english,no,8,6
A26RO8GGTQAXGG:3BDCF01OGY2GX1TD719ZTHJIKY1YLV,1465399969790,3,Mrs Sanders' son,hhl,The teacher is trying to find out who queued up twice.,1,1,0,test,test_true,0.57,11235,english,no,8,6
A26RO8GGTQAXGG:3BDCF01OGY2GX1TD719ZTHJIKY1YLV,1465399975270,4,Mrs Sanders' son,hhl,It is likely that Ted had both pasta and a pizza.,1,1,0,critical,exh2,0.44,5476,english,no,8,6
A26RO8GGTQAXGG:3BDCF01OGY2GX1TD719ZTHJIKY1YLV,1465399984287,5,Pete's accident,hhl,Pete's teacher saw him fall off the slide.,1,1,0,test,test_uncertain,0.55,9013,english,no,8,6
A26RO8GGTQAXGG:3BDCF01OGY2GX1TD719ZTHJIKY1YLV,1465399988949,6,Pete's accident,hhl,It is likely that Pete broke both his arm and his leg.,1,1,0,critical,exh1,0.36,4660,english,no,8,6
A26RO8GGTQAXGG:3BDCF01OGY2GX1TD719ZTHJIKY1YLV,1465399999469,7,Lily's husband,lhl,Eric's doctor told him to stop drinking alcohol.,0,1,0,test,test_true,0.89,10516,english,no,8,6
A26RO8GGTQAXGG:3BDCF01OGY2GX1TD719ZTHJIKY1YLV,1465400003606,8,Lily's husband,lhl,It is likely that Eric drank both whisky and vodka.,0,1,0,critical,exh1,0.43,4135,english,no,8,6
A26RO8GGTQAXGG:3BDCF01OGY2GX1TD719ZTHJIKY1YLV,1465400012077,9,Carl's party,hll,"John and Carl, the hosts, are a gay couple.",1,0,0,test,test_false,0.5,8468,english,no,8,6
A26RO8GGTQAXGG:3BDCF01OGY2GX1TD719ZTHJIKY1YLV,1465400016285,10,Carl's party,hll,It is likely that Carl danced passionately with both Sue and Mary.,1,0,0,critical,exh2,0.12,4206,english,no,8,6
A26RO8GGTQAXGG:3BDCF01OGY2GX1TD719ZTHJIKY1YLV,1465400029925,11,Gerald's graduation,llh,Nico finally graduated after studying for a long time.,0,0,1,test,test_false,0.59,13639,english,no,8,6
A26RO8GGTQAXGG:3BDCF01OGY2GX1TD719ZTHJIKY1YLV,1465400033997,12,Gerald's graduation,llh,It is likely that both Gerald's mother and his father attended the ceremony.,0,0,1,critical,exh1,0.5,4070,english,no,8,6
A28IW9FQON9SY5:3VELCLL3GLRX738E91ZSKH3OGH71FW,1465399836042,1,Mrs Sanders' son,hhl,Ted is Mrs Sanders' husband.,1,1,0,test,test_false,0.05,54490,English,I wasn't really sure how to respond on some of them.,7,2
A28IW9FQON9SY5:3VELCLL3GLRX738E91ZSKH3OGH71FW,1465399845167,2,Mrs Sanders' son,hhl,It is likely that Ted had both pasta and a pizza.,1,1,0,critical,exh1,0.37,9121,English,I wasn't really sure how to respond on some of them.,7,2
A28IW9FQON9SY5:3VELCLL3GLRX738E91ZSKH3OGH71FW,1465399864601,3,Tony's clubbing,lhl,Rob is a big fan of Techno music as well.,0,1,0,test,test_uncertain,0.72,19434,English,I wasn't really sure how to respond on some of them.,7,2
A28IW9FQON9SY5:3VELCLL3GLRX738E91ZSKH3OGH71FW,1465399872434,4,Tony's clubbing,lhl,It is likely that they play both Jazz and Metal at the club tonight.,0,1,0,critical,exh2,0.17,7829,English,I wasn't really sure how to respond on some of them.,7,2
A28IW9FQON9SY5:3VELCLL3GLRX738E91ZSKH3OGH71FW,1465399894909,5,Jimmy's trip,lll,Jimmy had to rush to be back home and did not have much time to spend in the city.,0,0,0,test,test_true,1,22474,English,I wasn't really sure how to respond on some of them.,7,2
A28IW9FQON9SY5:3VELCLL3GLRX738E91ZSKH3OGH71FW,1465399900427,6,Jimmy's trip,lll,It is likely that Jimmy visited both the Statue of Liberty and the Empire State Building.,0,0,0,critical,exh1,0.06,5516,English,I wasn't really sure how to respond on some of them.,7,2
A28IW9FQON9SY5:3VELCLL3GLRX738E91ZSKH3OGH71FW,1465399918186,7,Mrs Gibbs' worry,hhh,Mrs Gibbs is worried about Cindy's health.,1,1,1,test,test_false,0.12,17759,English,I wasn't really sure how to respond on some of them.,7,2
A28IW9FQON9SY5:3VELCLL3GLRX738E91ZSKH3OGH71FW,1465399929847,8,Mrs Gibbs' worry,hhh,It is likely that Mr Gibbs had both a beer and a steak.,1,1,1,critical,exh2,0.41,11661,English,I wasn't really sure how to respond on some of them.,7,2
A28IW9FQON9SY5:3VELCLL3GLRX738E91ZSKH3OGH71FW,1465399947166,9,Danny's racket,hhh,Alex needs to buy some equipment before he can play squash with Danny.,1,1,1,test,test_true,1,17319,English,I wasn't really sure how to respond on some of them.,7,2
A28IW9FQON9SY5:3VELCLL3GLRX738E91ZSKH3OGH71FW,1465399952661,10,Danny's racket,hhh,It is likely that Alex bought both a racket and a pair of shoes.,1,1,1,critical,exh2,1,5495,English,I wasn't really sure how to respond on some of them.,7,2
A28IW9FQON9SY5:3VELCLL3GLRX738E91ZSKH3OGH71FW,1465399971416,11,Carl's party,hll,Carl's wife liked the music very much.,1,0,0,test,test_uncertain,0.6,18755,English,I wasn't really sure how to respond on some of them.,7,2
A28IW9FQON9SY5:3VELCLL3GLRX738E91ZSKH3OGH71FW,1465399976465,12,Carl's party,hll,It is likely that Carl danced passionately with both Sue and Mary.,1,0,0,critical,exh1,0.33,5049,English,I wasn't really sure how to respond on some of them.,7,2
A2EBNMFLUR2SQF:3LOTDFNYA87Q84OH6PODD7TICUFWFP,1465399739320,1,Carl's party,hll,John did not spend much time outside.,1,0,0,test,test_true,0.74,13453,English,NA,9,2
A2EBNMFLUR2SQF:3LOTDFNYA87Q84OH6PODD7TICUFWFP,1465399745456,2,Carl's party,hll,It is likely that Carl danced passionately with both Sue and Mary.,1,0,0,critical,exh1,0.27,6133,English,NA,9,2
A2EBNMFLUR2SQF:3LOTDFNYA87Q84OH6PODD7TICUFWFP,1465399750250,3,Leo's wife,hll,Leo is wealthy.,1,0,0,test,test_true,0.87,4789,English,NA,9,2
A2EBNMFLUR2SQF:3LOTDFNYA87Q84OH6PODD7TICUFWFP,1465399753652,4,Leo's wife,hll,It is likely that someone made a hole-in-one on both the first and the second hole.,1,0,0,critical,exh1,0.23,3394,English,NA,9,2
A2EBNMFLUR2SQF:3LOTDFNYA87Q84OH6PODD7TICUFWFP,1465399760036,5,Pete's accident,hhl,Pete's teacher saw him fall off the slide.,1,1,0,test,test_uncertain,0.72,6378,English,NA,9,2
A2EBNMFLUR2SQF:3LOTDFNYA87Q84OH6PODD7TICUFWFP,1465399763007,6,Pete's accident,hhl,It is likely that Pete broke both his arm and his leg.,1,1,0,critical,exh2,0.17,2967,English,NA,9,2
A2EBNMFLUR2SQF:3LOTDFNYA87Q84OH6PODD7TICUFWFP,1465399771065,7,Harold's pet,lll,Harold is single.,0,0,0,test,test_false,0.04,8056,English,NA,9,2
A2EBNMFLUR2SQF:3LOTDFNYA87Q84OH6PODD7TICUFWFP,1465399776135,8,Harold's pet,lll,It is likely that Harold bought both a cat and a dog.,0,0,0,critical,exh1,0.25,5068,English,NA,9,2
A2EBNMFLUR2SQF:3LOTDFNYA87Q84OH6PODD7TICUFWFP,1465399784047,9,Joshua's delay,llh,"Kevin, Cory and Joshua are brothers.",0,0,1,test,test_false,0.09,7904,English,NA,9,2
A2EBNMFLUR2SQF:3LOTDFNYA87Q84OH6PODD7TICUFWFP,1465399787264,10,Joshua's delay,llh,It is likely that Joshua had to both do his homework and eat lunch.,0,0,1,critical,exh2,0.69,3214,English,NA,9,2
A2EBNMFLUR2SQF:3LOTDFNYA87Q84OH6PODD7TICUFWFP,1465399793406,11,Gerald's graduation,llh,Gerald took almost ten years to graduate.,0,0,1,test,test_uncertain,0.25,6139,English,NA,9,2
A2EBNMFLUR2SQF:3LOTDFNYA87Q84OH6PODD7TICUFWFP,1465399797578,12,Gerald's graduation,llh,It is likely that both Gerald's mother and his father attended the ceremony.,0,0,1,critical,exh2,0.85,4169,English,NA,9,2
A2ET3KM3IE33MM:3A0EX8ZRN9W4KS71GOK5FEND84NYB8,1465399585034,1,Tony's clubbing,lhl,Rob is a big fan of Techno music as well.,0,1,0,test,test_uncertain,0.22,23869,ENGLISH,NA,6,3
A2ET3KM3IE33MM:3A0EX8ZRN9W4KS71GOK5FEND84NYB8,1465399599034,2,Tony's clubbing,lhl,It is likely that they play both Jazz and Metal at the club tonight.,0,1,0,critical,exh2,0.12,14000,ENGLISH,NA,6,3
A2ET3KM3IE33MM:3A0EX8ZRN9W4KS71GOK5FEND84NYB8,1465399620664,3,Danny's racket,hhh,Danny and Alex have known each other since high school.,1,1,1,test,test_uncertain,0.37,21629,ENGLISH,NA,6,3
A2ET3KM3IE33MM:3A0EX8ZRN9W4KS71GOK5FEND84NYB8,1465399628970,4,Danny's racket,hhh,It is likely that Alex bought both a racket and a pair of shoes.,1,1,1,critical,exh1,0.82,8305,ENGLISH,NA,6,3
A2ET3KM3IE33MM:3A0EX8ZRN9W4KS71GOK5FEND84NYB8,1465399643462,5,Mrs Gibbs' worry,hhh,Mrs Gibbs is worried about Cindy's health.,1,1,1,test,test_false,0.29,14491,ENGLISH,NA,6,3
A2ET3KM3IE33MM:3A0EX8ZRN9W4KS71GOK5FEND84NYB8,1465399650041,6,Mrs Gibbs' worry,hhh,It is likely that Mr Gibbs had both a beer and a steak.,1,1,1,critical,exh1,0.6,6578,ENGLISH,NA,6,3
